GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
TJP1	0.021	0.021	0.000	0.000	-	-	0.459124295995429	0.036	0.036	0.000	0.000
SUPT16H	0.010	0.010	0.000	0.000	-	-	0.447113758443664	0.031	0.031	0.000	0.000
CDC27	0.016	0.016	0.000	0.000	-	-	0.444012309717909	0.073	0.068	0.000	0.005
LCK	0.010	0.010	0.000	0.000	CC	-	0.424119944489656	0.021	0.021	0.000	0.000
ABCB11	0.005	0.005	0.000	0.000	-	-	0.409184115864771	0.031	0.031	0.000	0.000
KLKB1	0.010	0.010	0.000	0.000	-	-	0.407126648323361	0.031	0.026	0.005	0.000
ARHGEF7	0.010	0.010	0.000	0.000	-	-	0.40248232758071	0.031	0.031	0.000	0.000
F5	0.005	0.000	0.000	0.005	-	-	0.388598232972732	0.062	0.047	0.000	0.016
SLCO1B3	0.016	0.016	0.000	0.000	-	-	0.374859605239617	0.036	0.036	0.000	0.000
PTPRM	0.005	0.005	0.000	0.000	-	-	0.353460909898614	0.062	0.062	0.000	0.000
CTNNAL1	0.005	0.005	0.000	0.000	-	-	0.342138174376936	0.010	0.010	0.000	0.000
YWHAB	0.005	0.005	0.000	0.000	-	-	0.325887338169552	0.010	0.010	0.000	0.000
TNK2	0.005	0.005	0.000	0.000	-	-	0.304136623331808	0.026	0.026	0.000	0.000
RHOA	0.005	0.005	0.000	0.000	-	PC	0.304136623331808	0.005	0.005	0.000	0.000
SHC1	0.016	0.005	0.000	0.010	-	-	0.300618098659035	0.042	0.016	0.000	0.026
FAT2	0.047	0.047	0.000	0.000	-	-	0.300258650709936	0.115	0.115	0.000	0.000
RAF1	0.005	0.005	0.000	0.000	CC	-	0.297009657844116	0.005	0.005	0.000	0.000
SREBF1	0.005	0.005	0.000	0.000	-	-	0.289782111614714	0.031	0.021	0.010	0.000
PDZD3	0.005	0.005	0.000	0.000	-	-	0.288114693029125	0.021	0.021	0.000	0.000
EIF3H	0.047	0.005	0.000	0.042	-	-	0.279180539641152	0.078	0.010	0.000	0.068
TGFB3	0.010	0.010	0.000	0.000	-	-	0.268217911006902	0.016	0.016	0.000	0.000
CLDN23	0.005	0.000	0.005	0.000	-	-	0.262677273328075	0.052	0.000	0.052	0.000
HLA-A	0.005	0.005	0.000	0.000	-	PC	0.258900864206121	0.031	0.026	0.000	0.005
PIK3CD	0.016	0.010	0.005	0.000	-	-	0.250639209674285	0.031	0.021	0.010	0.000
THBS3	0.016	0.010	0.000	0.005	-	-	0.247599119160638	0.068	0.026	0.000	0.042
MMP14	0.005	0.005	0.000	0.000	-	-	0.244815049978146	0.016	0.016	0.000	0.000
PTPN11	0.005	0.005	0.000	0.000	CC	PC	0.244705368702633	0.005	0.005	0.000	0.000
ITGA4	0.010	0.010	0.000	0.000	-	-	0.243503709125473	0.031	0.031	0.000	0.000
COL4A6	0.021	0.010	0.000	0.010	-	-	0.240417821020278	0.052	0.026	0.000	0.026
CFTR	0.005	0.005	0.000	0.000	-	-	0.234127828081316	0.042	0.031	0.000	0.010
COL15A1	0.021	0.016	0.005	0.000	-	-	0.232993324789772	0.062	0.057	0.005	0.000
TERF1	0.031	0.005	0.000	0.026	-	-	0.231115223660717	0.078	0.021	0.000	0.057
FLNA	0.005	0.005	0.000	0.000	-	-	0.226403362235237	0.042	0.036	0.000	0.005
COL6A1	0.005	0.005	0.000	0.000	-	-	0.226403362235237	0.016	0.016	0.000	0.000
FRAS1	0.036	0.036	0.000	0.000	-	-	0.221354568011244	0.115	0.109	0.005	0.000
STAT5B	0.005	0.005	0.000	0.000	-	-	0.193618754066065	0.016	0.010	0.000	0.005
EPAS1	0.005	0.005	0.000	0.000	-	-	0.181635245587526	0.005	0.005	0.000	0.000
PKP2	0.005	0.005	0.000	0.000	-	-	0.178667992234081	0.021	0.021	0.000	0.000
ITGA3	0.010	0.010	0.000	0.000	-	-	0.175943546586145	0.016	0.010	0.000	0.005
CDH7	0.021	0.021	0.000	0.000	-	-	0.168654659171453	0.052	0.052	0.000	0.000
PSENEN	0.010	0.005	0.000	0.005	-	-	0.167953880218153	0.021	0.010	0.000	0.010
ARAP2	0.005	0.005	0.000	0.000	-	-	0.160486123748264	0.047	0.042	0.000	0.005
LSM1	0.010	0.000	0.010	0.000	-	-	0.153029097301962	0.042	0.000	0.036	0.005
ITGA7	0.016	0.016	0.000	0.000	-	-	0.150228112005703	0.031	0.031	0.000	0.000
CDH9	0.010	0.010	0.000	0.000	-	-	0.145420609527915	0.036	0.036	0.000	0.000
CP	0.010	0.010	0.000	0.000	-	-	0.144910693900152	0.016	0.016	0.000	0.000
BMP2	0.005	0.005	0.000	0.000	-	-	0.144705749362601	0.016	0.016	0.000	0.000
FGL1	0.042	0.010	0.031	0.000	-	-	0.141851467762202	0.073	0.026	0.047	0.000
IGSF5	0.005	0.005	0.000	0.000	-	-	0.141785258312697	0.031	0.021	0.010	0.000
NDUFA13	0.005	0.000	0.000	0.005	-	-	0.141082069357384	0.010	0.000	0.000	0.010
BIRC3	0.010	0.010	0.000	0.000	CC	-	0.139474558421793	0.021	0.021	0.000	0.000
ANK1	0.047	0.026	0.021	0.000	-	-	0.137368905939582	0.073	0.042	0.026	0.005
PLCB4	0.016	0.016	0.000	0.000	-	-	0.136677518880647	0.062	0.062	0.000	0.000
BGN	0.005	0.000	0.000	0.005	-	-	0.135711946486871	0.021	0.010	0.000	0.010
NRG1	0.005	0.000	0.005	0.000	-	-	0.134913781986958	0.083	0.031	0.047	0.005
PAPPA2	0.021	0.010	0.000	0.010	-	-	0.133531510718089	0.036	0.021	0.000	0.016
PRSS3	0.005	0.005	0.000	0.000	-	-	0.133520785099578	0.021	0.021	0.000	0.000
INSRR	0.016	0.010	0.000	0.005	-	-	0.133221034335	0.042	0.021	0.000	0.026
ALK	0.021	0.021	0.000	0.000	CC	-	0.131014657378728	0.047	0.042	0.000	0.005
NFYA	0.016	0.005	0.000	0.010	-	-	0.130779292710481	0.026	0.016	0.000	0.010
EGFR	0.016	0.016	0.000	0.000	CC	PC	0.130592220331453	0.031	0.031	0.000	0.000
PIK3R1	0.010	0.010	0.000	0.000	CC	PC	0.127113763918492	0.010	0.010	0.000	0.000
LIMK2	0.005	0.005	0.000	0.000	-	-	0.126436987044224	0.031	0.031	0.000	0.000
CHRAC1	0.016	0.000	0.000	0.016	-	-	0.125481456928641	0.062	0.000	0.000	0.062
HSPA5	0.010	0.010	0.000	0.000	-	-	0.125148199263619	0.016	0.016	0.000	0.000
RFC3	0.005	0.005	0.000	0.000	-	-	0.122604770452574	0.010	0.005	0.000	0.005
WT1	0.010	0.010	0.000	0.000	CC	PC	0.122342343021136	0.026	0.026	0.000	0.000
AEBP1	0.021	0.021	0.000	0.000	-	-	0.120924359252393	0.036	0.036	0.000	0.000
DNAH7	0.036	0.036	0.000	0.000	-	-	0.120517093316584	0.089	0.089	0.000	0.000
CTSB	0.016	0.005	0.010	0.000	-	-	0.120023662017504	0.068	0.010	0.057	0.000
CAV1	0.005	0.005	0.000	0.000	-	-	0.119807275910567	0.021	0.005	0.000	0.016
ITGA9	0.005	0.005	0.000	0.000	-	-	0.119745664702232	0.036	0.036	0.000	0.000
HSPA4L	0.005	0.005	0.000	0.000	-	-	0.119662405131102	0.021	0.016	0.005	0.000
MOS	0.010	0.000	0.000	0.010	-	-	0.119151431662054	0.052	0.005	0.000	0.047
FABP4	0.005	0.000	0.000	0.005	-	-	0.118510524630677	0.052	0.000	0.000	0.052
CDH8	0.021	0.021	0.000	0.000	-	-	0.118472570649383	0.036	0.036	0.000	0.000
RAP2A	0.010	0.005	0.000	0.005	-	-	0.114428349450505	0.026	0.005	0.000	0.021
ALMS1	0.031	0.031	0.000	0.000	-	-	0.112228369894675	0.104	0.104	0.000	0.000
FLNB	0.016	0.016	0.000	0.000	-	-	0.112014712683858	0.042	0.042	0.000	0.000
RBL1	0.005	0.005	0.000	0.000	-	-	0.111690359848306	0.021	0.021	0.000	0.000
CCNE1	0.005	0.000	0.000	0.005	CC	-	0.10900516314002	0.021	0.010	0.000	0.010
PIK3C2G	0.021	0.016	0.005	0.000	-	-	0.107088528033347	0.052	0.047	0.005	0.000
TEK	0.010	0.010	0.000	0.000	-	-	0.105420944528216	0.057	0.052	0.000	0.005
MSC	0.005	0.000	0.000	0.005	-	-	0.105346313824398	0.057	0.000	0.000	0.057
PCDHA8	0.021	0.021	0.000	0.000	-	-	0.105334704123421	0.036	0.031	0.005	0.000
CELSR2	0.010	0.005	0.000	0.005	-	-	0.104610226645543	0.042	0.036	0.000	0.005
MBD1	0.005	0.005	0.000	0.000	-	-	0.104402839245383	0.026	0.026	0.000	0.000
CLDN14	0.005	0.000	0.005	0.000	-	-	0.103920835241783	0.005	0.000	0.005	0.000
PCDH17	0.026	0.016	0.010	0.000	-	-	0.102361733334852	0.042	0.026	0.016	0.000
LRP6	0.005	0.005	0.000	0.000	-	-	0.101922799915356	0.021	0.021	0.000	0.000
HNRNPL	0.010	0.005	0.000	0.005	-	-	0.099112465226281	0.026	0.016	0.000	0.010
PCM1	0.042	0.010	0.031	0.000	CC	PC	0.0973994209411909	0.094	0.047	0.047	0.000
IL6ST	0.016	0.016	0.000	0.000	CC	-	0.0944025907953174	0.047	0.047	0.000	0.000
RYR1	0.021	0.021	0.000	0.000	-	-	0.0933721636813992	0.083	0.073	0.000	0.010
TDP1	0.010	0.010	0.000	0.000	-	-	0.091128996446892	0.021	0.021	0.000	0.000
SYNJ1	0.005	0.005	0.000	0.000	-	-	0.089392951605912	0.042	0.036	0.005	0.000
FURIN	0.005	0.005	0.000	0.000	-	-	0.0887663817366594	0.010	0.010	0.000	0.000
CHL1	0.031	0.031	0.000	0.000	-	-	0.0886738828358066	0.068	0.068	0.000	0.000
MLH1	0.005	0.005	0.000	0.000	CC	-	0.0885781985162391	0.021	0.021	0.000	0.000
TOP2B	0.005	0.005	0.000	0.000	-	-	0.0883834225534099	0.036	0.036	0.000	0.000
KIF1B	0.010	0.010	0.000	0.000	-	-	0.0873789211138047	0.047	0.047	0.000	0.000
ADAMTS18	0.042	0.042	0.000	0.000	-	-	0.087266849818676	0.068	0.068	0.000	0.000
JUN	0.005	0.005	0.000	0.000	CC	-	0.0867404412994141	0.005	0.005	0.000	0.000
IGF1R	0.010	0.010	0.000	0.000	-	-	0.0843356949013784	0.042	0.042	0.000	0.000
PIK3R5	0.010	0.005	0.005	0.000	-	-	0.080880639001097	0.026	0.016	0.010	0.000
VEGFA	0.010	0.000	0.000	0.010	-	-	0.0806507222763582	0.036	0.000	0.000	0.036
MTHFD1	0.005	0.005	0.000	0.000	-	-	0.0775279534352708	0.026	0.026	0.000	0.000
INPP4B	0.005	0.000	0.005	0.000	-	-	0.0761025589264156	0.021	0.016	0.005	0.000
LUM	0.005	0.005	0.000	0.000	-	PC	0.0735337350971396	0.010	0.010	0.000	0.000
CDH17	0.016	0.000	0.000	0.016	-	-	0.0733001475138833	0.078	0.021	0.000	0.057
SPTBN2	0.010	0.010	0.000	0.000	-	-	0.0730400149180643	0.036	0.031	0.000	0.005
FBLN1	0.005	0.005	0.000	0.000	-	-	0.0728285603597135	0.026	0.026	0.000	0.000
CAST	0.005	0.005	0.000	0.000	-	PC	0.0717432185462495	0.021	0.021	0.000	0.000
EPHA3	0.021	0.021	0.000	0.000	-	-	0.0704093195145307	0.052	0.047	0.000	0.005
S100A7	0.016	0.005	0.000	0.010	-	-	0.0701927584528676	0.036	0.010	0.000	0.026
TGFB2	0.005	0.005	0.000	0.000	-	-	0.0698465860823677	0.016	0.010	0.000	0.005
ADAM8	0.005	0.005	0.000	0.000	-	-	0.0691967229616078	0.016	0.016	0.000	0.000
ITGAL	0.005	0.005	0.000	0.000	-	-	0.0680905120128224	0.031	0.031	0.000	0.000
BPTF	0.005	0.005	0.000	0.000	-	-	0.0665682353940234	0.062	0.057	0.000	0.005
DYNC2H1	0.021	0.021	0.000	0.000	-	-	0.0663698975610554	0.094	0.094	0.000	0.000
GIT2	0.005	0.005	0.000	0.000	-	-	0.0662623729172755	0.016	0.016	0.000	0.000
DSC1	0.005	0.005	0.000	0.000	-	-	0.0659988604575396	0.016	0.016	0.000	0.000
GSR	0.005	0.000	0.005	0.000	-	-	0.065923994164462	0.052	0.016	0.036	0.000
RAB11FIP1	0.005	0.005	0.000	0.000	-	-	0.0650978574611406	0.078	0.031	0.042	0.005
SLC10A1	0.005	0.005	0.000	0.000	-	-	0.0650661994089453	0.021	0.021	0.000	0.000
PIK3CG	0.005	0.005	0.000	0.000	-	PC	0.0647862506317812	0.026	0.016	0.000	0.010
CPS1	0.005	0.005	0.000	0.000	-	-	0.0641262885564135	0.042	0.042	0.000	0.000
ASGR1	0.005	0.000	0.005	0.000	-	-	0.0630755193836385	0.016	0.000	0.016	0.000
PCDHGA5	0.010	0.010	0.000	0.000	-	-	0.0629371595982213	0.031	0.031	0.000	0.000
PBXIP1	0.005	0.000	0.000	0.005	-	-	0.0614314504659995	0.036	0.005	0.000	0.031
DNAH2	0.026	0.026	0.005	0.000	-	-	0.0611207423994945	0.078	0.068	0.016	0.000
HIF1A	0.005	0.005	0.000	0.000	-	-	0.0611142332436172	0.016	0.016	0.000	0.000
ITCH	0.005	0.005	0.000	0.000	-	-	0.0608122619629474	0.010	0.010	0.000	0.000
ADAR	0.005	0.000	0.000	0.005	-	-	0.0605663567453177	0.036	0.010	0.000	0.026
CXCL12	0.005	0.005	0.000	0.000	-	-	0.0602897811317427	0.010	0.005	0.000	0.005
AKT1	0.005	0.000	0.000	0.005	CC	PC	0.060141719143913	0.005	0.000	0.000	0.005
CRP	0.010	0.005	0.000	0.005	-	-	0.0598357160485471	0.026	0.005	0.000	0.021
INSR	0.005	0.005	0.000	0.000	-	-	0.0591445259915307	0.036	0.036	0.000	0.000
SCN5A	0.010	0.010	0.000	0.000	-	-	0.0574210997447819	0.021	0.021	0.000	0.000
TNFRSF14	0.005	0.000	0.005	0.000	CC	-	0.0567630933580432	0.016	0.005	0.010	0.000
TTF2	0.021	0.021	0.000	0.000	-	-	0.0561968354327165	0.042	0.042	0.000	0.000
NFATC2	0.005	0.005	0.000	0.000	-	-	0.0555349695846615	0.016	0.016	0.000	0.000
LMNB2	0.005	0.005	0.000	0.000	-	-	0.0548170728714057	0.021	0.016	0.000	0.005
PARD6B	0.005	0.005	0.000	0.000	-	-	0.05431868987495	0.016	0.016	0.000	0.000
PAPSS2	0.005	0.005	0.000	0.000	-	-	0.0538932775884078	0.026	0.021	0.005	0.000
XRCC5	0.005	0.005	0.000	0.000	-	-	0.0529336088363286	0.021	0.021	0.000	0.000
COPS4	0.010	0.005	0.005	0.000	-	-	0.0525479299388803	0.021	0.016	0.005	0.000
RFWD2	0.005	0.000	0.000	0.005	-	-	0.0517361494060193	0.021	0.010	0.000	0.010
GAB3	0.010	0.005	0.000	0.005	-	-	0.0514734091970692	0.026	0.016	0.000	0.010
UBR5	0.010	0.005	0.000	0.005	-	-	0.0509675817254664	0.094	0.026	0.000	0.068
ZNF638	0.026	0.026	0.000	0.000	-	-	0.0501992105803155	0.068	0.068	0.000	0.000
TNXB	0.005	0.005	0.000	0.000	-	-	0.049689822119133	0.078	0.068	0.000	0.010
PCDHAC2	0.005	0.005	0.000	0.000	-	-	0.0492722661203758	0.036	0.036	0.000	0.000
CFLAR	0.016	0.010	0.000	0.005	-	-	0.0490378884029773	0.016	0.010	0.000	0.005
COL5A2	0.005	0.005	0.000	0.000	-	-	0.0489959067438734	0.042	0.042	0.000	0.000
TRRAP	0.005	0.005	0.000	0.000	-	-	0.0482066791636338	0.062	0.057	0.000	0.005
PCDH18	0.010	0.010	0.000	0.000	-	-	0.0470785979152439	0.036	0.031	0.005	0.000
HFE	0.010	0.010	0.000	0.000	-	-	0.0465902893176143	0.031	0.016	0.000	0.016
CFL1	0.005	0.005	0.000	0.000	-	-	0.0463778320938196	0.010	0.010	0.000	0.000
TSNAX	0.005	0.005	0.000	0.000	-	-	0.0461496860118525	0.016	0.010	0.000	0.005
PKP1	0.005	0.000	0.000	0.005	-	-	0.0457745212317339	0.026	0.021	0.000	0.005
DSG1	0.005	0.005	0.000	0.000	-	-	0.0457578224411	0.031	0.031	0.000	0.000
VTN	0.005	0.005	0.000	0.000	-	-	0.0456092996247434	0.021	0.010	0.000	0.010
MED23	0.005	0.005	0.000	0.000	-	-	0.0455343635467994	0.026	0.026	0.000	0.000
YES1	0.005	0.005	0.000	0.000	-	-	0.0451756769382404	0.016	0.016	0.000	0.000
LMNA	0.005	0.000	0.000	0.005	-	-	0.0450436794021252	0.047	0.016	0.000	0.031
SIAH1	0.010	0.010	0.000	0.000	-	-	0.0449293565871856	0.031	0.026	0.000	0.005
RUFY1	0.005	0.005	0.000	0.000	-	-	0.0445733249396235	0.010	0.010	0.000	0.000
CRK	0.005	0.000	0.005	0.000	-	-	0.0444609484688028	0.016	0.000	0.010	0.005
CDH24	0.005	0.005	0.000	0.000	-	-	0.0444295686426891	0.005	0.005	0.000	0.000
DTNB	0.010	0.005	0.000	0.005	-	-	0.0443308646336757	0.026	0.021	0.000	0.005
NF1	0.005	0.005	0.000	0.000	CC	PC	0.0441854554123291	0.052	0.047	0.000	0.005
FGB	0.005	0.005	0.000	0.000	-	-	0.0437915981202094	0.016	0.010	0.005	0.000
ABCC3	0.010	0.005	0.000	0.005	-	-	0.0437843483003687	0.047	0.036	0.000	0.010
COL22A1	0.005	0.005	0.000	0.000	-	-	0.0434745805417306	0.094	0.042	0.000	0.062
INPP5B	0.005	0.005	0.000	0.000	-	-	0.0433465496829736	0.016	0.016	0.000	0.000
CLASP1	0.010	0.010	0.000	0.000	-	-	0.0433075168512678	0.026	0.026	0.000	0.000
ADAM19	0.005	0.005	0.000	0.000	-	-	0.0426657224806846	0.036	0.036	0.000	0.000
FZD3	0.010	0.005	0.005	0.000	-	-	0.0426021324481927	0.062	0.016	0.042	0.005
IFNAR1	0.005	0.000	0.005	0.000	-	-	0.0425495592558263	0.026	0.021	0.005	0.000
SMARCD3	0.005	0.005	0.000	0.000	-	-	0.0424562228926266	0.005	0.005	0.000	0.000
GTSE1	0.010	0.010	0.000	0.000	-	-	0.0420809895171319	0.016	0.016	0.000	0.000
CCR3	0.005	0.005	0.000	0.000	-	-	0.0420313722677151	0.010	0.010	0.000	0.000
WDR5B	0.005	0.005	0.000	0.000	-	-	0.0417876380676097	0.005	0.005	0.000	0.000
GNAS	0.005	0.005	0.000	0.000	CC	PC	0.0417672288486315	0.036	0.031	0.000	0.005
SMARCA1	0.010	0.000	0.000	0.010	-	-	0.0416318609764981	0.036	0.010	0.000	0.026
PCDH19	0.005	0.000	0.000	0.005	-	-	0.0416261123367	0.042	0.016	0.000	0.026
BTRC	0.005	0.005	0.000	0.000	-	-	0.0414345415327513	0.031	0.031	0.000	0.000
APBB2	0.005	0.005	0.000	0.000	-	-	0.0408618509557497	0.010	0.010	0.000	0.000
POLB	0.005	0.000	0.005	0.000	-	-	0.0408420141435579	0.026	0.000	0.021	0.005
PRMT3	0.005	0.005	0.000	0.000	-	-	0.0406729939556099	0.005	0.005	0.000	0.000
GTF3C1	0.010	0.010	0.000	0.000	-	-	0.0406573403852812	0.052	0.052	0.000	0.000
MYH8	0.010	0.000	0.010	0.000	-	-	0.0405791021441339	0.042	0.031	0.010	0.000
SLIT1	0.016	0.016	0.000	0.000	-	-	0.0405116148462735	0.031	0.031	0.000	0.000
RXRB	0.005	0.000	0.000	0.005	-	-	0.040276388188149	0.016	0.010	0.000	0.005
RIPK1	0.010	0.005	0.000	0.005	-	-	0.0402317908588879	0.042	0.026	0.000	0.016
ADAMTS14	0.016	0.010	0.000	0.005	-	-	0.0399769260186397	0.026	0.021	0.000	0.005
BUB3	0.005	0.005	0.000	0.000	-	-	0.0396460858341037	0.005	0.005	0.000	0.000
RAPGEF5	0.010	0.010	0.000	0.000	-	-	0.0395624426610132	0.031	0.031	0.000	0.000
ARHGEF6	0.005	0.000	0.000	0.005	-	PC	0.0394867908248171	0.031	0.016	0.000	0.016
DNAH3	0.021	0.021	0.000	0.000	-	-	0.0394566991801903	0.073	0.073	0.000	0.000
GNB1	0.005	0.005	0.000	0.000	-	-	0.0391076803190757	0.016	0.016	0.000	0.000
PRKD3	0.005	0.005	0.000	0.000	-	-	0.038909606209678	0.021	0.016	0.000	0.005
FGR	0.010	0.010	0.000	0.000	-	-	0.0388823437915819	0.026	0.026	0.000	0.000
SPTBN5	0.005	0.005	0.000	0.000	-	-	0.0380856700560021	0.036	0.036	0.000	0.000
CTNNA2	0.005	0.005	0.000	0.000	-	-	0.0377249871319698	0.031	0.031	0.000	0.000
SPTB	0.005	0.005	0.000	0.000	-	-	0.0374652096675971	0.052	0.052	0.000	0.000
LNPEP	0.016	0.016	0.000	0.000	-	-	0.0374299446460093	0.047	0.047	0.000	0.000
CEP192	0.005	0.005	0.000	0.000	-	-	0.0373214763275101	0.047	0.047	0.000	0.000
PSMB5	0.005	0.005	0.000	0.000	-	-	0.0368321664214435	0.010	0.010	0.000	0.000
AMBP	0.005	0.005	0.000	0.000	-	-	0.0367741839051957	0.005	0.005	0.000	0.000
RASGRP2	0.005	0.005	0.000	0.000	-	-	0.0364196905322942	0.005	0.005	0.000	0.000
HAP1	0.005	0.005	0.000	0.000	-	-	0.035994640178651	0.036	0.031	0.000	0.005
LIPC	0.010	0.010	0.000	0.000	-	-	0.0357950651841242	0.031	0.031	0.000	0.000
GTF3C4	0.005	0.005	0.000	0.000	-	-	0.0353606060877669	0.010	0.010	0.000	0.000
SAG	0.005	0.005	0.000	0.000	-	-	0.0353501638524594	0.010	0.010	0.000	0.000
DNAH1	0.005	0.005	0.000	0.000	-	-	0.0353203551776104	0.099	0.099	0.000	0.000
TRDN	0.010	0.010	0.000	0.000	-	-	0.0352248932951047	0.016	0.016	0.000	0.000
GHR	0.005	0.005	0.000	0.000	-	-	0.0352046322251994	0.021	0.021	0.000	0.000
OCRL	0.005	0.000	0.000	0.005	-	-	0.0351930468782849	0.047	0.021	0.000	0.026
SMARCC1	0.005	0.005	0.000	0.000	-	-	0.0347014546838398	0.010	0.010	0.000	0.000
CEP152	0.010	0.010	0.000	0.000	-	-	0.0345155906266371	0.036	0.036	0.000	0.000
MACF1	0.016	0.016	0.000	0.000	-	-	0.0342677685728632	0.099	0.099	0.000	0.000
MPO	0.010	0.005	0.000	0.005	-	-	0.0337696655512272	0.047	0.036	0.000	0.010
ZEB1	0.010	0.005	0.000	0.005	-	-	0.0337533273149059	0.021	0.016	0.000	0.005
ADAMTS6	0.016	0.016	0.000	0.000	-	-	0.0337092125234491	0.021	0.021	0.000	0.000
LDLR	0.005	0.005	0.000	0.000	-	-	0.0334834292808486	0.016	0.016	0.000	0.000
PXN	0.005	0.005	0.000	0.000	-	-	0.0332808337666332	0.010	0.010	0.000	0.000
SCN4A	0.010	0.010	0.000	0.000	-	-	0.0332652916357673	0.036	0.026	0.000	0.010
SLCO1B1	0.005	0.005	0.000	0.000	-	-	0.0332282658008542	0.026	0.026	0.000	0.000
BAZ1B	0.010	0.010	0.000	0.000	-	-	0.0331942907657719	0.031	0.031	0.000	0.000
RYR3	0.016	0.016	0.000	0.000	-	-	0.0325500723045765	0.115	0.115	0.000	0.000
TUBGCP6	0.010	0.010	0.000	0.000	-	-	0.0322318050033208	0.031	0.026	0.000	0.005
NME1	0.010	0.000	0.000	0.010	-	-	0.0321981826749594	0.016	0.005	0.000	0.010
MCM6	0.005	0.005	0.000	0.000	-	-	0.0321738294236468	0.010	0.010	0.000	0.000
COPS2	0.010	0.010	0.000	0.000	-	-	0.0320395653912847	0.010	0.010	0.000	0.000
PTPRC	0.005	0.005	0.000	0.000	-	-	0.0319931244214682	0.047	0.042	0.000	0.005
COL9A2	0.005	0.005	0.000	0.000	-	-	0.0319657221380282	0.021	0.021	0.000	0.000
NEIL1	0.005	0.005	0.000	0.000	-	-	0.0318564947070714	0.005	0.005	0.000	0.000
NOS3	0.010	0.005	0.000	0.005	-	-	0.0317586037677503	0.031	0.026	0.000	0.005
S100A9	0.005	0.005	0.000	0.000	-	-	0.031525170035912	0.031	0.005	0.000	0.026
FGF13	0.005	0.000	0.000	0.005	-	-	0.0311470312873042	0.016	0.005	0.000	0.010
PEG3	0.010	0.010	0.000	0.000	-	-	0.0311257845285842	0.036	0.036	0.000	0.000
MYBPC1	0.005	0.005	0.000	0.000	-	-	0.0307424153432022	0.021	0.021	0.000	0.000
SPTBN4	0.010	0.010	0.000	0.000	-	-	0.0300795728453361	0.031	0.026	0.000	0.005
PPP1R13L	0.010	0.005	0.000	0.005	-	-	0.0300751694509144	0.021	0.010	0.000	0.010
NPR2	0.010	0.010	0.000	0.000	-	-	0.030021116138958	0.031	0.031	0.000	0.000
PXDN	0.005	0.005	0.000	0.000	-	-	0.0299643186332516	0.057	0.052	0.000	0.005
COL11A2	0.005	0.005	0.000	0.000	-	-	0.0297839138965515	0.031	0.026	0.000	0.005
FUS	0.005	0.005	0.000	0.000	CC	-	0.0297034589958636	0.010	0.010	0.000	0.000
PCDHA7	0.005	0.005	0.000	0.000	-	-	0.0293470461383376	0.031	0.031	0.000	0.000
CIITA	0.005	0.005	0.000	0.000	CC	-	0.0293279587955944	0.010	0.010	0.000	0.000
HNRNPC	0.005	0.005	0.000	0.000	-	-	0.0292845081190248	0.010	0.010	0.000	0.000
MMP2	0.005	0.005	0.000	0.000	-	PC	0.0292696121186692	0.016	0.010	0.005	0.000
PARP2	0.010	0.010	0.000	0.000	-	-	0.0290469704451362	0.021	0.021	0.000	0.000
ZWINT	0.005	0.005	0.000	0.000	-	-	0.0289052155789846	0.010	0.010	0.000	0.000
RAPGEF2	0.005	0.005	0.000	0.000	-	-	0.0287121579751518	0.036	0.031	0.005	0.000
CNTN1	0.010	0.010	0.000	0.000	-	-	0.028638236409952	0.026	0.026	0.000	0.000
SP3	0.005	0.005	0.000	0.000	-	-	0.0286359944047097	0.016	0.016	0.000	0.000
PCDHGA10	0.010	0.010	0.000	0.000	-	-	0.0279476091672867	0.047	0.047	0.000	0.000
DCTN3	0.005	0.005	0.000	0.000	-	-	0.0279283373260511	0.005	0.005	0.000	0.000
NEB	0.010	0.010	0.000	0.000	-	PC	0.0278908090428071	0.130	0.125	0.005	0.000
POLR2K	0.005	0.000	0.000	0.005	-	-	0.0277436621881844	0.062	0.000	0.000	0.062
PRKAR2A	0.005	0.005	0.000	0.000	-	-	0.0274624929365004	0.016	0.016	0.000	0.000
CEP164	0.005	0.005	0.000	0.000	-	-	0.0273086499317491	0.031	0.031	0.000	0.000
INADL	0.010	0.010	0.000	0.000	-	-	0.0271825497177377	0.073	0.073	0.000	0.000
ADAMTS10	0.016	0.016	0.000	0.000	-	-	0.0271433162886324	0.021	0.021	0.000	0.000
SETD2	0.005	0.005	0.000	0.000	CC	PC	0.0270409277653255	0.047	0.047	0.000	0.000
PRKG2	0.005	0.000	0.005	0.000	-	-	0.0269695250207858	0.042	0.036	0.005	0.000
PHOX2A	0.005	0.000	0.000	0.005	-	-	0.0269532028053914	0.010	0.000	0.000	0.010
JUND	0.005	0.005	0.000	0.005	-	-	0.0269241919918305	0.010	0.010	0.000	0.005
CDH19	0.005	0.005	0.000	0.000	-	-	0.0268284118960736	0.010	0.010	0.000	0.000
SMARCD2	0.010	0.005	0.000	0.005	-	-	0.0261166592389045	0.021	0.010	0.000	0.010
CLDN2	0.010	0.000	0.000	0.010	-	-	0.0260711996823287	0.026	0.000	0.000	0.026
