GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
ARHGAP5	0.002	0.000	0.000	0.002	-	-	3.1560650789015	0.040	0.024	0.000	0.022
CHRNA4	0.020	0.020	0.000	0.000	-	-	3.11387706165294	0.040	0.038	0.000	0.002
GHR	0.013	0.004	0.000	0.009	-	-	3.08673638428618	0.053	0.027	0.000	0.027
IFNGR1	0.004	0.004	0.000	0.000	-	-	3.07798220715119	0.013	0.013	0.000	0.000
PLXNA2	0.027	0.022	0.000	0.004	-	-	3.06614354981805	0.062	0.058	0.000	0.004
PLCB3	0.009	0.009	0.000	0.000	-	-	3.06067188829329	0.013	0.013	0.000	0.000
LAMC2	0.009	0.009	0.000	0.000	-	-	3.05867322110062	0.020	0.018	0.000	0.002
DSC2	0.018	0.018	0.000	0.000	-	-	3.05825645174577	0.049	0.044	0.000	0.004
ZYX	0.009	0.009	0.000	0.000	-	-	3.04850436603199	0.011	0.011	0.000	0.000
MAPK3	0.002	0.002	0.000	0.000	-	-	3.02968001900146	0.007	0.004	0.000	0.002
GRIA3	0.018	0.015	0.000	0.002	-	-	3.02835919384258	0.042	0.038	0.000	0.004
CDK7	0.004	0.004	0.000	0.000	-	-	3.01367594618167	0.007	0.004	0.002	0.000
COL1A1	0.007	0.007	0.000	0.000	CC	-	3.00301186104661	0.035	0.035	0.000	0.000
PAK3	0.011	0.009	0.000	0.002	-	-	2.97961684746788	0.031	0.029	0.000	0.002
PTPRC	0.004	0.004	0.000	0.000	-	-	2.97959206852568	0.062	0.060	0.000	0.002
CD24	0.040	0.000	0.040	0.000	-	-	2.97128637226039	0.095	0.000	0.095	0.000
TBP	0.002	0.002	0.000	0.000	-	-	2.93658348638162	0.004	0.004	0.000	0.000
NTRK2	0.007	0.007	0.000	0.000	-	-	2.93226273861299	0.035	0.035	0.000	0.000
LAMB4	0.011	0.011	0.000	0.000	-	-	2.92737321272671	0.073	0.071	0.000	0.002
PRKG1	0.018	0.015	0.000	0.002	-	-	2.91399096355509	0.040	0.038	0.000	0.002
UNC5A	0.007	0.007	0.000	0.000	-	-	2.90267220809804	0.038	0.035	0.000	0.002
FADD	0.004	0.002	0.000	0.002	-	-	2.90134594172792	0.007	0.004	0.000	0.002
F11R	0.004	0.000	0.000	0.004	-	-	2.89312957530237	0.011	0.004	0.000	0.007
CBL	0.009	0.009	0.000	0.000	CC	-	2.88761962122232	0.018	0.018	0.000	0.000
FGFR1	0.004	0.000	0.002	0.002	CC	-	2.88069477706501	0.022	0.007	0.004	0.011
ITGAV	0.011	0.011	0.000	0.000	-	-	2.83946477278898	0.044	0.044	0.000	0.002
IL2RG	0.004	0.002	0.000	0.002	-	-	2.83365467580616	0.015	0.013	0.000	0.002
TRPC4	0.033	0.033	0.000	0.000	-	-	2.82618683285996	0.071	0.071	0.000	0.000
PAX4	0.004	0.004	0.000	0.000	-	-	2.81619480218043	0.027	0.027	0.000	0.000
KLC1	0.002	0.002	0.000	0.000	-	-	2.80925051592732	0.011	0.009	0.000	0.002
DDB1	0.002	0.002	0.000	0.000	-	-	2.80925051592732	0.020	0.020	0.000	0.000
KALRN	0.011	0.009	0.000	0.002	-	PC	2.74541346409212	0.077	0.075	0.000	0.002
ITGA1	0.013	0.013	0.000	0.002	-	-	2.74305360420532	0.022	0.022	0.000	0.002
MYH9	0.002	0.002	0.000	0.000	CC	PC	2.74264913140854	0.040	0.038	0.000	0.004
TLR4	0.004	0.004	0.000	0.000	-	-	2.71021173145232	0.104	0.104	0.000	0.000
RNF139	0.009	0.002	0.000	0.007	-	-	2.69459000572188	0.027	0.007	0.000	0.020
PAX6	0.007	0.007	0.000	0.000	-	-	2.68919764897475	0.020	0.020	0.000	0.000
GUCY2C	0.009	0.002	0.002	0.004	-	-	2.67420025303434	0.024	0.018	0.002	0.004
NRAS	0.007	0.004	0.000	0.002	CC	PC	2.6554006395036	0.007	0.004	0.000	0.002
SDC4	0.004	0.004	0.000	0.000	CC	-	2.65079970587493	0.004	0.004	0.000	0.000
PCDH10	0.020	0.020	0.000	0.000	-	-	2.64894903670781	0.124	0.124	0.000	0.000
APOA2	0.004	0.000	0.000	0.004	-	-	2.61843093228378	0.007	0.000	0.000	0.007
POLE	0.011	0.011	0.000	0.000	-	-	2.61277758291663	0.062	0.062	0.000	0.000
YES1	0.009	0.004	0.000	0.004	-	-	2.60380923207749	0.009	0.004	0.000	0.004
FGF2	0.002	0.002	0.000	0.000	-	-	2.58679076102673	0.004	0.004	0.000	0.000
ACTR1A	0.002	0.002	0.000	0.000	-	-	2.58679076102673	0.009	0.009	0.000	0.000
TLN1	0.009	0.009	0.000	0.000	-	-	2.57551255430886	0.027	0.027	0.000	0.000
SELP	0.011	0.009	0.000	0.002	-	-	2.57388202728559	0.053	0.051	0.000	0.002
CRMP1	0.009	0.009	0.000	0.000	-	-	2.5664770691815	0.020	0.020	0.000	0.000
ZWINT	0.009	0.009	0.000	0.000	-	-	2.55951075234607	0.018	0.018	0.000	0.000
PIK3R1	0.007	0.007	0.000	0.000	CC	PC	2.53827688061647	0.009	0.007	0.002	0.000
MCM4	0.011	0.009	0.000	0.002	-	-	2.52857935236068	0.033	0.024	0.000	0.009
SMAD7	0.002	0.000	0.000	0.002	-	-	2.51070428088153	0.009	0.000	0.002	0.007
FGFR2	0.007	0.007	0.000	0.000	CC	PC	2.49358118797674	0.024	0.022	0.000	0.002
DCC	0.011	0.009	0.002	0.000	-	-	2.48723242160438	0.062	0.060	0.002	0.000
KCNH7	0.011	0.011	0.000	0.000	-	-	2.43652321037087	0.064	0.064	0.000	0.000
CDK4	0.013	0.002	0.000	0.011	CC	-	2.434808287671	0.029	0.007	0.000	0.022
NFKBIB	0.004	0.002	0.000	0.002	-	-	2.43234938727173	0.018	0.004	0.000	0.013
PTPRF	0.004	0.004	0.000	0.000	-	-	2.42609835878038	0.029	0.029	0.000	0.002
TBX3	0.002	0.002	0.000	0.000	-	PC	2.42598879256407	0.029	0.029	0.000	0.000
INPP5E	0.002	0.002	0.000	0.000	-	-	2.42598879256407	0.002	0.002	0.000	0.000
NPR2	0.009	0.009	0.000	0.000	-	-	2.41455561793793	0.011	0.011	0.000	0.000
RASGRP3	0.007	0.007	0.000	0.000	-	-	2.41448212939997	0.015	0.015	0.000	0.000
PEG3	0.009	0.009	0.000	0.000	-	-	2.41012576876265	0.159	0.159	0.000	0.000
GRM1	0.038	0.038	0.000	0.000	-	-	2.40143198692718	0.075	0.075	0.000	0.000
SP1	0.007	0.007	0.000	0.000	-	-	2.39812101785503	0.011	0.011	0.000	0.000
PARP1	0.002	0.002	0.000	0.000	-	-	2.39325816293113	0.011	0.009	0.000	0.002
DLG4	0.002	0.002	0.000	0.000	-	-	2.39325816293113	0.009	0.009	0.000	0.000
CNTN2	0.002	0.002	0.000	0.000	-	-	2.39325816293113	0.040	0.033	0.000	0.007
IKZF3	0.007	0.000	0.000	0.007	-	-	2.39208585939107	0.022	0.004	0.000	0.018
CAV1	0.004	0.000	0.000	0.004	-	-	2.36556022571765	0.011	0.000	0.000	0.011
NOTCH2	0.009	0.009	0.000	0.000	CC	-	2.36223499429948	0.049	0.046	0.000	0.002
MED1	0.004	0.004	0.000	0.000	-	-	2.34160589316324	0.042	0.033	0.000	0.009
APEX1	0.004	0.002	0.000	0.002	-	-	2.32414319810593	0.009	0.007	0.000	0.002
F5	0.022	0.022	0.000	0.000	-	-	2.29919494851787	0.077	0.075	0.000	0.002
CACNA1A	0.015	0.015	0.000	0.000	-	-	2.2908284748855	0.046	0.046	0.000	0.000
ROCK2	0.007	0.007	0.000	0.000	-	-	2.27185825520523	0.020	0.020	0.000	0.000
APC	0.007	0.007	0.000	0.000	CC	PC	2.25316844922792	0.038	0.038	0.000	0.000
GRB14	0.007	0.002	0.000	0.004	-	-	2.25051508697872	0.013	0.009	0.000	0.004
PTPRK	0.009	0.009	0.000	0.000	-	-	2.24686739937122	0.035	0.035	0.000	0.000
TG	0.013	0.013	0.000	0.000	-	-	2.20211476995155	0.128	0.117	0.000	0.011
FCGR3B	0.004	0.002	0.000	0.002	-	-	2.1867351028645	0.040	0.020	0.000	0.020
MCM7	0.007	0.002	0.000	0.004	-	-	2.18231140215631	0.015	0.007	0.000	0.009
GIT1	0.002	0.002	0.000	0.000	-	-	2.17971812822157	0.004	0.004	0.000	0.000
ANK3	0.029	0.027	0.000	0.002	-	-	2.16844204925183	0.077	0.075	0.000	0.002
TLE1	0.011	0.011	0.000	0.000	-	-	2.14313278935291	0.011	0.011	0.000	0.000
NR3C1	0.007	0.007	0.000	0.000	-	-	2.12517710253744	0.018	0.018	0.000	0.000
RALGDS	0.004	0.004	0.000	0.000	CC	-	2.11870070633194	0.015	0.015	0.000	0.000
POLR2B	0.002	0.002	0.000	0.000	-	-	2.11306369470128	0.022	0.020	0.000	0.002
GFRA1	0.002	0.002	0.000	0.000	-	-	2.11306369470128	0.033	0.033	0.000	0.000
RASAL2	0.004	0.004	0.000	0.000	-	-	2.10951138201028	0.046	0.044	0.000	0.002
ESR1	0.004	0.004	0.000	0.000	-	PC	2.09659459076869	0.020	0.020	0.000	0.000
RARA	0.011	0.007	0.000	0.004	CC	-	2.09357712972599	0.020	0.011	0.000	0.009
ADAM19	0.004	0.004	0.000	0.000	-	-	2.01234227942879	0.066	0.066	0.000	0.000
GAB2	0.007	0.004	0.000	0.002	-	-	2.01060707843835	0.018	0.013	0.000	0.004
LZTS1	0.002	0.002	0.000	0.000	-	-	2.00641466904058	0.038	0.029	0.009	0.000
ELN	0.002	0.002	0.000	0.000	CC	-	2.00641466904058	0.011	0.011	0.000	0.000
DNAJA3	0.002	0.002	0.000	0.000	-	-	2.00641466904058	0.004	0.004	0.000	0.000
LAMB3	0.015	0.011	0.000	0.004	-	-	2.00300314602752	0.038	0.033	0.000	0.004
KCNA4	0.013	0.013	0.000	0.000	-	-	1.99765098653214	0.066	0.066	0.000	0.000
PAPPA	0.002	0.002	0.000	0.000	-	-	1.99751546718242	0.060	0.060	0.000	0.000
INSRR	0.007	0.007	0.000	0.000	-	-	1.99448879708046	0.071	0.064	0.000	0.007
PLD1	0.002	0.002	0.000	0.000	-	-	1.97826262274551	0.038	0.033	0.000	0.004
MICAL1	0.002	0.000	0.000	0.002	-	-	1.97826262274551	0.009	0.007	0.000	0.002
CAPN6	0.013	0.013	0.000	0.000	-	-	1.97772504472679	0.046	0.044	0.000	0.002
ERBB2IP	0.009	0.009	0.000	0.000	-	PC	1.97300417438435	0.020	0.018	0.002	0.000
PRKCH	0.007	0.007	0.000	0.000	-	-	1.96618329549577	0.015	0.013	0.000	0.002
ATRIP	0.004	0.004	0.000	0.000	-	-	1.96177387545633	0.013	0.013	0.000	0.000
COL9A3	0.002	0.002	0.000	0.000	-	-	1.93925429874838	0.024	0.024	0.000	0.000
SLIT1	0.009	0.009	0.000	0.000	-	-	1.91339612209655	0.029	0.029	0.000	0.000
CACNG2	0.007	0.004	0.000	0.002	-	-	1.9040621888902	0.013	0.009	0.000	0.004
NGF	0.004	0.004	0.000	0.000	-	-	1.90154854989583	0.015	0.013	0.000	0.002
NRCAM	0.009	0.007	0.000	0.002	-	-	1.8909301864953	0.064	0.062	0.000	0.004
MYH7	0.002	0.002	0.000	0.000	-	-	1.88147294168347	0.111	0.108	0.000	0.004
RIPK2	0.002	0.000	0.000	0.002	-	-	1.86992528198823	0.018	0.004	0.000	0.013
HOXA9	0.002	0.000	0.000	0.002	CC	-	1.84421467352374	0.018	0.009	0.000	0.009
IKBKB	0.004	0.000	0.000	0.004	-	-	1.83925841050896	0.031	0.015	0.002	0.013
ERG	0.007	0.004	0.000	0.002	CC	-	1.83214373715014	0.018	0.015	0.000	0.002
MYL2	0.002	0.002	0.000	0.000	-	-	1.82896087419709	0.020	0.020	0.000	0.000
RASSF5	0.002	0.000	0.000	0.002	-	-	1.82563337932377	0.007	0.000	0.000	0.007
PPIAL4B	0.002	0.000	0.000	0.002	-	-	1.82563337932377	0.031	0.000	0.004	0.027
CTSB	0.007	0.000	0.007	0.000	-	-	1.79022820948147	0.015	0.004	0.011	0.000
PKP2	0.013	0.011	0.000	0.002	-	-	1.76603976937073	0.055	0.049	0.000	0.007
RAPGEF2	0.002	0.002	0.000	0.000	-	-	1.75170365426308	0.044	0.044	0.000	0.000
KRT5	0.002	0.002	0.000	0.000	-	-	1.75170365426308	0.015	0.015	0.000	0.000
COPS6	0.002	0.000	0.000	0.002	-	-	1.75170365426308	0.011	0.002	0.000	0.009
MDM2	0.004	0.000	0.000	0.004	CC	-	1.75147444064224	0.058	0.031	0.000	0.027
EVPL	0.002	0.002	0.000	0.000	-	-	1.74271051111588	0.022	0.020	0.000	0.002
CTTN	0.004	0.002	0.000	0.002	-	PC	1.73349744866417	0.013	0.011	0.000	0.002
RUNX1	0.002	0.000	0.002	0.000	CC	PC	1.7333869173082	0.011	0.007	0.004	0.000
ID2	0.002	0.002	0.000	0.000	-	-	1.7333869173082	0.007	0.007	0.000	0.000
HSP90B1	0.002	0.002	0.000	0.000	-	-	1.7333869173082	0.015	0.015	0.000	0.000
IFNG	0.009	0.000	0.000	0.009	-	-	1.72961093910226	0.035	0.009	0.000	0.029
PLXNA1	0.018	0.018	0.000	0.000	-	-	1.70786926117655	0.027	0.027	0.000	0.000
USF2	0.004	0.002	0.000	0.002	-	-	1.69849665987172	0.018	0.009	0.000	0.009
PTPRS	0.007	0.007	0.000	0.000	-	-	1.68605734139312	0.024	0.024	0.000	0.000
SRP54	0.002	0.000	0.000	0.002	-	-	1.677203395936	0.044	0.009	0.000	0.040
FZR1	0.002	0.002	0.000	0.000	-	-	1.677203395936	0.007	0.007	0.000	0.000
CHRM4	0.002	0.002	0.000	0.000	-	-	1.677203395936	0.011	0.011	0.000	0.000
TRPC7	0.004	0.004	0.000	0.000	-	-	1.67429310024644	0.022	0.022	0.000	0.000
CTNND1	0.004	0.004	0.000	0.000	-	PC	1.66767768728568	0.020	0.020	0.000	0.000
VCL	0.002	0.002	0.000	0.000	-	-	1.65843771474372	0.009	0.009	0.000	0.000
PRKACG	0.002	0.002	0.000	0.000	-	-	1.65843771474372	0.007	0.007	0.000	0.000
CACNB3	0.002	0.002	0.000	0.000	-	-	1.65843771474372	0.002	0.002	0.000	0.000
NOTCH3	0.004	0.004	0.000	0.000	-	-	1.6545906339693	0.015	0.015	0.000	0.000
RAB10	0.002	0.002	0.000	0.000	-	-	1.65336488354685	0.002	0.002	0.000	0.000
GABBR2	0.013	0.013	0.000	0.000	-	-	1.62513619589968	0.027	0.027	0.000	0.000
MRE11A	0.004	0.004	0.000	0.000	-	-	1.61884126838368	0.020	0.020	0.000	0.000
RUNX1T1	0.002	0.002	0.000	0.000	-	-	1.59584651365216	0.049	0.046	0.000	0.002
XPO1	0.007	0.007	0.000	0.000	CC	-	1.57930145225351	0.020	0.020	0.000	0.000
SYNJ2	0.004	0.004	0.000	0.000	-	-	1.57821838703587	0.020	0.018	0.002	0.000
GDNF	0.004	0.002	0.000	0.002	-	-	1.56622061567102	0.038	0.009	0.000	0.029
KIF5A	0.002	0.000	0.000	0.002	-	-	1.55591508836278	0.053	0.042	0.000	0.013
RAC1	0.002	0.000	0.000	0.002	-	PC	1.55309220751213	0.007	0.000	0.000	0.007
AMPH	0.004	0.004	0.000	0.000	-	PC	1.54410125899759	0.046	0.040	0.000	0.007
PGM1	0.002	0.000	0.000	0.002	-	-	1.52983569574953	0.004	0.002	0.000	0.002
POLA1	0.009	0.009	0.000	0.000	-	-	1.51229174325442	0.027	0.027	0.000	0.000
GINS4	0.007	0.002	0.002	0.002	-	-	1.5112555331979	0.024	0.007	0.002	0.015
KCNQ2	0.020	0.020	0.000	0.000	-	-	1.50110814232775	0.053	0.051	0.000	0.002
SP3	0.007	0.007	0.000	0.000	-	-	1.481683523286	0.011	0.011	0.000	0.000
GTF3C1	0.004	0.004	0.000	0.000	-	-	1.47069315762779	0.066	0.066	0.000	0.000
KCNH5	0.007	0.007	0.000	0.000	-	-	1.46043155156268	0.073	0.073	0.000	0.000
PKP4	0.009	0.009	0.000	0.000	-	-	1.45519509769452	0.022	0.022	0.000	0.000
CHL1	0.009	0.009	0.000	0.000	-	-	1.44944421876935	0.069	0.066	0.002	0.000
FAIM3	0.002	0.002	0.000	0.000	-	-	1.44217051617593	0.015	0.009	0.000	0.007
PCDH18	0.007	0.007	0.000	0.000	-	-	1.43946880673408	0.071	0.071	0.000	0.000
SYK	0.004	0.002	0.000	0.002	CC	-	1.43608948631135	0.015	0.013	0.000	0.002
MAPK11	0.002	0.002	0.000	0.000	-	-	1.43402908845663	0.002	0.002	0.000	0.000
LAMA5	0.009	0.009	0.000	0.000	-	-	1.41902004606623	0.055	0.055	0.000	0.000
STAT3	0.004	0.002	0.000	0.002	-	PC	1.41715806870349	0.009	0.007	0.000	0.002
CACNA1I	0.004	0.004	0.000	0.000	-	-	1.41486962093462	0.051	0.049	0.000	0.002
RPA4	0.004	0.004	0.000	0.000	-	-	1.4124356870084	0.015	0.013	0.000	0.002
BCL2	0.004	0.002	0.000	0.002	CC	-	1.41134096536878	0.013	0.011	0.000	0.002
CASP8	0.004	0.004	0.000	0.000	-	PC	1.41131186153431	0.011	0.009	0.000	0.002
ITGA7	0.002	0.002	0.000	0.000	-	-	1.40658048348821	0.024	0.024	0.000	0.000
EIF4A2	0.002	0.002	0.000	0.000	CC	PC	1.40658048348821	0.015	0.011	0.000	0.004
COL5A1	0.009	0.009	0.000	0.000	-	-	1.40425903649168	0.062	0.062	0.000	0.000
PTPN13	0.002	0.002	0.000	0.000	-	-	1.3987271524324	0.031	0.031	0.000	0.000
CACNA1S	0.013	0.013	0.000	0.000	-	-	1.38508593113794	0.058	0.053	0.000	0.004
HIF1A	0.004	0.004	0.000	0.000	-	-	1.38195733010697	0.007	0.004	0.000	0.002
ARAF	0.004	0.004	0.000	0.000	-	-	1.37210887062359	0.020	0.013	0.000	0.007
PTEN	0.004	0.004	0.000	0.000	CC	PC	1.36915417747396	0.013	0.013	0.000	0.000
CDH3	0.004	0.002	0.000	0.002	-	-	1.33264334296202	0.018	0.015	0.000	0.002
MAP3K4	0.007	0.007	0.000	0.000	-	PC	1.32743503337577	0.042	0.042	0.000	0.000
HCLS1	0.004	0.004	0.000	0.000	-	-	1.32519551538019	0.033	0.033	0.000	0.000
NPM1	0.002	0.002	0.000	0.000	CC	PC	1.31594722579239	0.013	0.011	0.000	0.002
CRK	0.002	0.002	0.000	0.000	-	-	1.31594722579239	0.002	0.002	0.000	0.000
RAF1	0.004	0.004	0.000	0.000	CC	-	1.31532361448908	0.013	0.013	0.000	0.000
RIT1	0.009	0.009	0.000	0.000	-	-	1.3108039514837	0.027	0.020	0.000	0.007
TBX5	0.009	0.009	0.000	0.000	-	-	1.30826072481959	0.042	0.042	0.000	0.000
SRC	0.004	0.004	0.000	0.000	-	-	1.30788130321078	0.007	0.007	0.000	0.000
PIP5K1C	0.002	0.000	0.002	0.000	-	-	1.29687167951144	0.007	0.004	0.002	0.000
COL27A1	0.002	0.002	0.000	0.000	-	-	1.29687167951144	0.038	0.038	0.000	0.000
GLIS3	0.004	0.002	0.002	0.000	-	-	1.29458817017983	0.015	0.013	0.002	0.000
ASCC1	0.002	0.002	0.000	0.000	-	-	1.28850004720908	0.002	0.002	0.000	0.000
E2F4	0.002	0.002	0.000	0.000	-	-	1.28393760042536	0.004	0.004	0.000	0.000
CDH18	0.002	0.002	0.000	0.000	-	-	1.28393760042536	0.111	0.102	0.000	0.020
ABCB1	0.002	0.002	0.000	0.000	-	PC	1.28393760042536	0.073	0.073	0.000	0.000
ADAM10	0.002	0.002	0.000	0.000	-	PC	1.2813362700039	0.013	0.013	0.000	0.000
SMARCC2	0.002	0.002	0.000	0.000	-	-	1.27238804732649	0.024	0.022	0.000	0.002
PLCZ1	0.002	0.002	0.000	0.000	-	-	1.27238804732649	0.022	0.015	0.000	0.007
SMAD3	0.011	0.011	0.000	0.000	-	-	1.27060902634388	0.015	0.013	0.000	0.002
WRN	0.007	0.007	0.000	0.000	CC	PC	1.26812662637076	0.044	0.038	0.007	0.000
RASA1	0.011	0.011	0.000	0.000	-	PC	1.25559480863704	0.020	0.020	0.000	0.000
MAG	0.004	0.002	0.000	0.002	-	-	1.2299315722637	0.027	0.018	0.000	0.009
CLK1	0.002	0.002	0.000	0.000	-	-	1.21300994906567	0.007	0.004	0.000	0.002
FURIN	0.004	0.004	0.000	0.000	-	-	1.20041944042308	0.011	0.009	0.000	0.002
PCDH1	0.004	0.004	0.000	0.000	-	-	1.19748876891778	0.035	0.035	0.000	0.000
RHOT2	0.004	0.004	0.000	0.000	-	-	1.19660278217461	0.009	0.009	0.000	0.000
CALM1	0.002	0.002	0.000	0.000	-	-	1.19175947293843	0.009	0.007	0.000	0.002
ACACB	0.002	0.002	0.000	0.000	-	-	1.19175947293843	0.044	0.044	0.000	0.000
PARD3	0.004	0.004	0.000	0.000	-	-	1.18862416315395	0.031	0.031	0.000	0.000
UBQLN4	0.002	0.002	0.000	0.000	-	-	1.18315518331046	0.015	0.007	0.000	0.009
MPZ	0.002	0.000	0.000	0.002	-	-	1.17749614545773	0.007	0.000	0.000	0.007
APBB1	0.002	0.002	0.000	0.000	-	-	1.17749614545773	0.009	0.007	0.002	0.000
NEDD9	0.004	0.004	0.000	0.000	-	-	1.16825242736284	0.007	0.007	0.000	0.000
VCAM1	0.002	0.002	0.000	0.000	-	-	1.15237582611567	0.051	0.046	0.002	0.002
CD9	0.002	0.002	0.000	0.000	-	-	1.15237582611567	0.013	0.009	0.000	0.004
COL4A2	0.009	0.009	0.000	0.000	-	-	1.14954960325676	0.055	0.055	0.000	0.002
SCN1B	0.002	0.000	0.000	0.002	-	-	1.14131886980454	0.011	0.000	0.000	0.011
RBBP7	0.002	0.000	0.000	0.002	-	-	1.14131886980454	0.013	0.009	0.000	0.004
ITGB8	0.002	0.000	0.000	0.002	-	-	1.14131886980454	0.038	0.027	0.000	0.013
CEBPA	0.002	0.000	0.000	0.002	CC	PC	1.14131886980454	0.011	0.000	0.000	0.011
SERPINF2	0.002	0.002	0.000	0.000	-	-	1.11791983689752	0.004	0.004	0.000	0.000
ITGA9	0.002	0.002	0.000	0.000	-	-	1.11791983689752	0.009	0.009	0.000	0.000
VIM	0.002	0.002	0.000	0.000	-	-	1.11297206347268	0.011	0.011	0.000	0.000
SOS2	0.002	0.002	0.000	0.000	-	-	1.09832855257218	0.031	0.024	0.000	0.007
HLTF	0.002	0.002	0.000	0.000	-	-	1.09832855257218	0.015	0.015	0.000	0.000
PCDHB2	0.009	0.009	0.000	0.000	-	-	1.09027682389132	0.046	0.046	0.000	0.000
ITGA5	0.009	0.009	0.000	0.000	-	-	1.0854384392445	0.015	0.015	0.000	0.000
ITGAX	0.007	0.007	0.000	0.000	-	-	1.0836036987867	0.075	0.075	0.000	0.000
ROBO4	0.015	0.015	0.000	0.000	-	-	1.06491569124881	0.040	0.040	0.000	0.000
GRB7	0.009	0.007	0.000	0.002	-	-	1.06227690050314	0.031	0.013	0.000	0.018
AR	0.002	0.002	0.000	0.002	-	PC	1.04502618091289	0.024	0.022	0.000	0.004
IVL	0.007	0.007	0.000	0.002	-	-	1.02914107856217	0.020	0.018	0.000	0.004
MYBPC3	0.011	0.011	0.000	0.000	-	-	1.00328455840284	0.029	0.029	0.000	0.000
TGFBR1	0.002	0.002	0.000	0.000	-	-	0.995710172053816	0.013	0.013	0.000	0.000
PAK7	0.004	0.004	0.000	0.000	-	-	0.995461236230777	0.066	0.066	0.000	0.000
RGL1	0.002	0.002	0.000	0.000	-	-	0.978815644605084	0.015	0.013	0.000	0.002
STAT1	0.004	0.004	0.000	0.000	-	-	0.978537512902798	0.011	0.011	0.000	0.000
PRKACB	0.009	0.007	0.000	0.002	-	-	0.976087282195066	0.020	0.018	0.000	0.002
NCSTN	0.004	0.004	0.000	0.000	-	-	0.971613706938738	0.031	0.027	0.000	0.004
POU2F1	0.004	0.002	0.000	0.002	-	-	0.964936564053983	0.011	0.009	0.000	0.002
JUP	0.002	0.002	0.000	0.000	-	-	0.956218800469414	0.020	0.018	0.000	0.002
KCNA1	0.011	0.011	0.000	0.000	-	-	0.953707300218722	0.035	0.031	0.000	0.004
XRCC6	0.002	0.002	0.000	0.000	-	-	0.945215201637533	0.013	0.013	0.000	0.000
PAK1	0.002	0.002	0.000	0.000	-	-	0.945215201637533	0.011	0.007	0.000	0.004
MAPK9	0.007	0.007	0.000	0.000	-	-	0.940476547124441	0.015	0.013	0.000	0.002
INPP4A	0.002	0.002	0.000	0.000	-	-	0.940475691264144	0.013	0.011	0.000	0.002
GUCY1A2	0.015	0.015	0.000	0.000	-	-	0.930800393824979	0.051	0.051	0.000	0.000
ARF1	0.007	0.002	0.000	0.004	-	-	0.918981697843683	0.007	0.002	0.000	0.004
TGFB1	0.002	0.002	0.000	0.000	-	-	0.903890158432467	0.007	0.004	0.000	0.002
PPP3CA	0.002	0.002	0.000	0.000	-	-	0.902797502439144	0.020	0.020	0.000	0.000
PRKDC	0.007	0.007	0.000	0.000	-	-	0.902188746442297	0.080	0.071	0.000	0.009
PIK3R3	0.002	0.000	0.000	0.002	-	-	0.90203571612044	0.024	0.022	0.000	0.002
CDK2	0.002	0.002	0.000	0.000	-	-	0.898485663519726	0.002	0.002	0.000	0.000
ITGA2	0.004	0.004	0.000	0.000	-	-	0.889897348405354	0.033	0.033	0.000	0.004
RTN2	0.002	0.002	0.000	0.000	-	-	0.884071569251591	0.018	0.013	0.000	0.004
CASP1	0.002	0.002	0.000	0.000	-	-	0.884071569251591	0.022	0.022	0.000	0.000
CAPN1	0.002	0.002	0.000	0.000	-	-	0.884071569251591	0.004	0.004	0.000	0.000
PTPN6	0.004	0.004	0.000	0.000	-	-	0.877499865998208	0.015	0.013	0.000	0.004
SF1	0.002	0.002	0.000	0.000	-	-	0.873990081498765	0.024	0.024	0.000	0.000
POLR2K	0.002	0.000	0.000	0.002	-	-	0.873990081498765	0.018	0.002	0.000	0.015
NPPA	0.004	0.004	0.000	0.000	-	-	0.870664658820472	0.007	0.007	0.000	0.000
ITGAE	0.007	0.007	0.000	0.000	-	-	0.847463159855002	0.035	0.035	0.000	0.000
PDCD6	0.004	0.000	0.000	0.004	-	-	0.846637428601971	0.053	0.000	0.000	0.053
NCOR1	0.007	0.004	0.000	0.002	-	PC	0.840999607108493	0.038	0.035	0.000	0.002
PDGFA	0.002	0.002	0.000	0.000	-	-	0.834738784554726	0.011	0.004	0.000	0.007
ATP5L	0.002	0.002	0.000	0.000	-	-	0.834738784554726	0.004	0.004	0.000	0.000
MYH3	0.007	0.007	0.000	0.000	-	-	0.823096599644891	0.058	0.058	0.000	0.000
KCNQ4	0.013	0.009	0.000	0.004	-	-	0.809177103689509	0.027	0.020	0.000	0.007
PCNA	0.002	0.002	0.000	0.000	-	-	0.788357779312723	0.002	0.002	0.000	0.000
BLM	0.007	0.007	0.000	0.000	CC	PC	0.788056863681915	0.018	0.018	0.000	0.000
IL6	0.002	0.000	0.000	0.002	-	-	0.787321552511319	0.018	0.004	0.000	0.013
PPP3R2	0.002	0.002	0.000	0.000	-	-	0.777331059082754	0.011	0.011	0.000	0.000
KPNA2	0.002	0.002	0.000	0.000	-	-	0.777331059082754	0.011	0.009	0.000	0.002
MED13	0.002	0.002	0.000	0.000	-	PC	0.765247760547688	0.033	0.033	0.000	0.000
COL6A1	0.002	0.002	0.000	0.000	-	-	0.765247760547688	0.013	0.013	0.000	0.000
